PRODUCTIONDATE_DAY_LOC,SHIFT_NAME,LINE_NAME,CO_TYPE,CREW_ID,SIZE_TYPE,EFFECTIVE_RUNTIME,GOOD_PRODUCTION_QTY,REJECT_PRODUCTION_QTY,RUN_TIME,PRODUCTION_ORDER_RATE,INEFFICIENT_FLAG,NO_PRODUCT,DEFECTION_RATE
2025-02-11,Night-3,MHPT2307,UNKNOWN,A,Total Defense Shield,390.9436352,24392,438,392,63.16,0,0,0.017639951671365284
2025-02-11,Night-3,MKBC0101,Material_Handle,A,Kids FunBrush (Tandy),337.2093023,28700,215,339,172.0,0,0,0.007435587065536918
2025-02-11,Night-3,MKBC0102,Material_Filament,A,Pro-Clean 5000,379.6068796,30600,401,382,244.2,0,0,0.012935066610754492
2025-02-11,Night-3,MKBC0201,Material_Handle,A,EcoFresh Plus,406.0676779,34500,237,416,171.4,0,0,0.006822696260471543
2025-02-11,Night-3,MKBC0202,Material_Filament,A,Pro-Clean 5000,360.5651106,29050,286,363,162.8,0,0,0.009749113716934824
2025-02-11,Night-3,MKBC0301,Material_Filament,A,Classic Clean 100,417.0595691,32606,372,418,236.7,0,0,0.01128024743768573
2025-02-11,Night-3,MKBC0302,Material_Filament,A,Classic Clean 100,362.1546261,28274,534,364,157.8,0,0,0.018536517633990557
2025-02-11,Night-3,MKBC0401,Material_Filament,A,Zenith Classic Clean,417.6904177,33700,429,419,81.4,0,0,0.012569955170089953
2025-02-11,Night-3,MKBC0402,Material_Filament,A,Zenith Active,405.2560481,33000,447,406,162.86,0,0,0.01336442730289712
2025-02-11,Night-3,MKBC0501,Material_Handle,A,Total Action Model S,401.5151515,31500,534,402,158.4,0,0,0.016669788349878253
2025-02-11,Night-3,MKBC0502,Material_Handle,A,Super Soft Tech,372.3875871,29100,581,200,78.95,0,0,0.0195748121694013
2025-02-11,Night-3,MKBC0502,Material_Filament,A,Super Soft Tech,0.0,0,0,174,78.95,0,1,
2025-02-11,Night-3,MKBC0601,Material_Filament,A,Total Defense Shield,396.0456274,30948,383,397,78.9,0,0,0.012224314576617408
2025-02-11,Night-3,MKBC0602,Material_Filament,A,Total Defense Shield,408.8212928,31956,202,410,157.8,0,0,0.006281485166987997
2025-02-11,Night-3,MKBC0701,Material_Handle,A,Junior Sparkle (Ages 2+),436.0465116,37200,83,437,86.0,0,0,0.0022262157015261646
2025-02-11,Night-3,MKBC0702,Material_Handle,A,Junior Sparkle (Ages 2+),365.1162791,31400,558,366,172.0,0,0,0.017460416797046123
2025-02-11,Night-3,MKBC0901,Material_Filament,A,Total Defense Shield,306.6159696,23892,635,309,157.8,0,0,0.025889835691279
2025-02-11,Night-3,MKBC0902,Material_Filament,A,Classic Clean 100,399.8479087,31248,539,401,157.8,0,0,0.016956617485135432
2025-02-11,Night-3,MKBC1001,Material_Handle,A,Defense Action Pro,428.3333333,25400,441,363,120.0,0,0,0.017065903022328858
2025-02-11,Night-3,MKBC1001,Bundle_Material,A,Defense Action Pro,0.0,0,0,67,60.0,0,1,
2025-02-11,Night-3,MKBC1002,Material_Handle,A,Deep Action White,383.3333333,22700,432,387,60.0,0,0,0.01867542797855784
2025-02-11,Night-3,MKBC1101,Material_Filament,A,Classic Clean 100,402.4841572,31456,378,404,78.9,0,0,0.011874096877552302
2025-02-11,Night-3,MKBC1102,Material_Handle,A,EcoFresh Plus,391.2790698,33350,487,393,172.0,0,0,0.014392528888494844
2025-02-11,Night-3,MKBC1201,Material_Handle,A,Junior Sparkle (Ages 2+),373.255814,31800,447,375,172.0,0,0,0.013861754581821565
2025-02-11,Night-3,MKBC1202,Material_Handle,A,EcoFresh Plus,364.0606768,30900,162,366,171.4,0,0,0.005215375700212479
2025-02-11,Night-3,MKBC1301,Material_Handle,A,Advanced Hydro-Clean,364.0,9100,227,368,50.0,0,0,0.024337943604588828
2025-02-11,Night-3,MKFX2101,Material_Filament,A,Classic Clean 100,249.0747782,19652,451,250,78.9,0,0,0.022434462518032133
2025-02-11,Night-3,MKFX2102,Material_Filament,A,Classic Clean 100,427.9340938,33764,383,429,78.9,0,0,0.011216212258763581
2025-02-11,Night-3,MKTU2001,Material_Handle,A,PureMint Fresh,440.0,11000,75,441,25.0,0,0,0.006772009029345372
2025-02-11,Night-3,MKTU2002,Material_Handle,A,PureMint Fresh,444.0,11100,396,444,25.0,0,0,0.03444676409185804
2025-02-11,Night-3,MKTU2004,Material_Handle,A,GreenClean Pro,436.2139918,10600,396,438,48.6,0,0,0.03601309567115315
2025-02-11,Night-3,MKTU2005,Material_Filament,A,Zenith GreenClean,344.2240373,8850,258,423,51.42,0,0,0.028326745718050064
2025-02-11,Night-3,MKTU2006,Material_Handle,A,Total Action Green,440.0,11000,125,441,50.0,0,0,0.011235955056179775
2025-02-11,Night-3,MKZA1401,Bundle_Material,A,ActiveClean Guard,346.2686567,22900,315,349,67.0,0,0,0.013568813267284083
2025-02-11,Night-3,MKZA1601,Material_Handle,A,Precision Grip 2.0,189.5522388,12700,455,194,67.0,0,0,0.03458760927404029
2025-02-11,Night-3,MKZA1801,Material_Handle,A,Total Action Model S,241.7910448,16200,443,244,67.0,0,0,0.02661779727212642
2025-02-11,Night-3,MKZA1802,Material_Handle,A,Total Action Model S,190.2985075,12750,558,193,67.0,0,0,0.04192966636609558
2025-02-12,Afternoon-2,MAFT2201,Material_Handle,C,Renew 360,337.5,8100,469,359,48.0,0,0,0.05473217411599953
2025-02-12,Afternoon-2,MAFT2203,Material_Filament,C,Renew 360,304.0,7296,480,331,24.0,0,0,0.06172839506172839
2025-02-12,Afternoon-2,MAFT2204,Material_Handle,C,Renew 360,91.04166667,5485,508,97,24.0,0,0,0.08476555981978975
2025-02-12,Afternoon-2,MAFT2205,Material_Handle,C,Oral Care 360,156.0,7044,790,179,24.0,0,0,0.10084248149093694
2025-02-12,Afternoon-2,MHPT2301,Material_Handle,C,Deep Action White,239.5833333,11500,424,248,48.0,0,0,0.03555853740355586
2025-02-12,Afternoon-2,MHPT2302,Material_Handle,C,Deep Action White,229.1666667,11000,598,236,48.0,0,0,0.051560613898948095
2025-02-12,Afternoon-2,MHPT2303,Material_Handle,C,Total Action Model S,299.850075,19700,724,306,66.7,0,0,0.0354484919702311
2025-02-12,Afternoon-2,MHPT2304,Material_Filament,C,Total Defense Shield,319.1893604,19860,525,322,63.16,0,0,0.025754231052244298
2025-02-12,Afternoon-2,MHPT2305,Material_Filament,C,Classic Clean 100,440.2531646,27524,385,444,63.2,0,0,0.01379483320792576
2025-02-12,Afternoon-2,MHPT2306,Material_Filament,C,Total Defense Shield,421.4059531,26316,285,423,63.16,0,0,0.010713882936731702
2025-02-12,Afternoon-2,MHPT2307,UNKNOWN,C,Total Defense Shield,357.4414186,22276,417,359,63.16,0,0,0.018375710571541887
2025-02-12,Afternoon-2,MKBC0101,Material_Handle,C,Kids FunBrush (Tandy),98.25581395,8450,208,98,86.0,0,0,0.024024024024024024
2025-02-12,Afternoon-2,MKBC0101,Bundle_Material,C,Ocean Explorer (Ages 6+),196.5116279,16900,616,176,86.0,0,0,0.035167846540306004
2025-02-12,Afternoon-2,MKBC0101,Material_Handle,C,Ocean Explorer (Ages 6+),0.0,0,0,22,86.0,0,1,
2025-02-12,Afternoon-2,MKBC0102,Material_Filament,C,Pro-Clean 5000,298.5257985,24000,416,300,244.2,0,0,0.01703800786369594
2025-02-12,Afternoon-2,MKBC0201,Material_Handle,C,EcoFresh Plus,380.3967328,32300,239,390,171.4,0,0,0.007345032115307785
2025-02-12,Afternoon-2,MKBC0202,Material_Filament,C,Pro-Clean 5000,309.5823096,24900,611,311,244.2,0,0,0.023950452745874328
2025-02-12,Afternoon-2,MKBC0301,Material_Filament,C,Classic Clean 100,376.4258555,29400,225,378,236.7,0,0,0.007594936708860759
2025-02-12,Afternoon-2,MKBC0302,Bundle_Material,C,Total Defense Shield,370.4942966,28932,347,372,78.9,0,0,0.011851497660439223
2025-02-12,Afternoon-2,MKBC0401,Material_Filament,C,Zenith Active,438.4133612,35400,284,440,244.29,0,0,0.007958749019168255
2025-02-12,Afternoon-2,MKBC0402,Material_Filament,C,Zenith Active,431.0450694,34800,293,432,162.86,0,0,0.00834924343886245
2025-02-12,Afternoon-2,MKBC0501,Material_Handle,C,Total Action Model S,378.7878788,29700,379,380,79.2,0,0,0.012600152930616044
2025-02-12,Afternoon-2,MKBC0502,Material_Handle,C,Super Soft Tech,380.620646,29750,404,381,157.9,0,0,0.013397890827087616
2025-02-12,Afternoon-2,MKBC0601,Material_Filament,C,Total Defense Shield,408.8212928,31956,285,410,78.9,0,0,0.008839676188703825
2025-02-12,Afternoon-2,MKBC0602,Material_Filament,C,Total Defense Shield,393.5107731,30748,399,395,157.8,0,0,0.012810222493338042
2025-02-12,Afternoon-2,MKBC0701,Material_Handle,C,Junior Sparkle (Ages 2+),432.5581395,36900,275,433,86.0,0,0,0.007397444519166106
2025-02-12,Afternoon-2,MKBC0702,Material_Handle,C,Junior Sparkle (Ages 2+),438.372093,37400,490,439,172.0,0,0,0.012932172077065188
2025-02-12,Afternoon-2,MKBC0901,Material_Filament,C,Total Defense Shield,353.1812421,27566,547,356,157.8,0,0,0.01945719062355494
2025-02-12,Afternoon-2,MKBC0902,Material_Filament,C,Classic Clean 100,396.0456274,30948,226,398,78.9,0,0,0.007249631102842112
2025-02-12,Afternoon-2,MKBC1001,Material_Handle,C,Defense Action Pro,418.3333333,25100,322,421,120.0,0,0,0.012666194634568483
2025-02-12,Afternoon-2,MKBC1002,Material_Handle,C,Deep Action White,383.3333333,22700,235,421,120.0,0,0,0.01024634837584478
2025-02-12,Afternoon-2,MKBC1101,Material_Filament,C,Classic Clean 100,415.1584284,32756,196,416,78.9,0,0,0.005948045642146152
2025-02-12,Afternoon-2,MKBC1102,Material_Handle,C,EcoFresh Plus,389.5348837,33200,274,391,172.0,0,0,0.008185457369899026
2025-02-12,Afternoon-2,MKBC1201,Material_Handle,C,Junior Sparkle (Ages 2+),413.9534884,35300,271,415,172.0,0,0,0.007618565685530348
2025-02-12,Afternoon-2,MKBC1202,Material_Handle,C,EcoFresh Plus,175.0291715,15000,144,177,171.4,0,0,0.009508716323296355
2025-02-12,Afternoon-2,MKBC1301,Material_Handle,C,Advanced Hydro-Clean,412.0,10300,477,418,25.0,0,0,0.04426092604620952
2025-02-12,Afternoon-2,MKFX2101,Material_Filament,C,Classic Clean 100,332.1673004,25908,380,334,78.9,0,0,0.014455264759586122
2025-02-12,Afternoon-2,MKFX2102,Material_Filament,C,Classic Clean 100,242.7376426,19152,289,245,78.9,0,0,0.014865490458309759
2025-02-12,Afternoon-2,MKTU2001,Material_Handle,C,PureMint Fresh,440.0,11000,218,442,25.0,0,0,0.01943305402032448
2025-02-12,Afternoon-2,MKTU2002,Material_Handle,C,PureMint Fresh,380.0,9500,203,382,50.0,0,0,0.020921364526435123
2025-02-12,Afternoon-2,MKTU2004,Material_Handle,C,GreenClean Pro,368.3127572,8950,490,369,48.6,0,0,0.05190677966101695
2025-02-12,Afternoon-2,MKTU2005,Material_Filament,C,Zenith GreenClean,316.9972773,8150,182,373,51.42,0,0,0.021843494959193473
2025-02-12,Afternoon-2,MKTU2006,Material_Handle,C,Total Action Green,420.0,10500,73,420,25.0,0,0,0.006904379078785586
2025-02-12,Afternoon-2,MKZA1401,Material_Filament,C,ActiveClean Guard,302.238806,19950,505,304,67.0,0,0,0.024688340259105355
2025-02-12,Afternoon-2,MKZA1501,Material_Filament,C,Super Soft Tech,326.119403,21850,376,335,67.0,0,0,0.016917124088904886
2025-02-12,Afternoon-2,MKZA1502,Material_Filament,C,ActiveClean Guard,161.9402985,10850,396,166,67.0,0,0,0.03521252000711364
2025-02-12,Afternoon-2,MKZA1601,Material_Handle,C,Precision Grip 2.0,197.0149254,13200,593,204,67.0,0,0,0.042992822446168345
2025-02-12,Afternoon-2,MKZA1701,Material_Filament,C,Classic Clean 100,388.1791045,25708,239,390,67.0,0,0,0.009211084133040429
2025-02-12,Afternoon-2,MKZA1801,Material_Handle,C,Total Action Model S,246.2686567,16500,450,249,67.0,0,0,0.02654867256637168
2025-02-12,Afternoon-2,MKZA1802,Material_Handle,C,Total Action Model S,164.1791045,11000,448,167,67.0,0,0,0.039133473095737246
2025-02-12,Day-1,MAFT2201,Material_Handle,B,Renew 360,232.0,5568,231,247,24.0,0,0,0.03983445421624418
2025-02-12,Day-1,MAFT2202,Material_Handle,B,Renew 360,148.3333333,6860,441,157,24.0,0,0,0.06040268456375839
2025-02-12,Day-1,MAFT2203,Material_Filament,B,Renew 360,172.7916667,7447,404,187,48.0,0,0,0.05145841294102662
2025-02-12,Day-1,MAFT2204,Material_Handle,B,Renew 360,94.0,5556,258,99,24.0,0,0,0.04437564499484004
2025-02-12,Day-1,MAFT2205,Material_Handle,B,Oral Care 360,284.0,6816,135,301,24.0,0,0,0.019421665947345707
2025-02-12,Day-1,MHPT2301,Material_Handle,B,Deep Action White,372.9166667,17900,133,375,48.0,0,0,0.007375367382021849
2025-02-12,Day-1,MHPT2302,Material_Handle,B,Deep Action White,366.6666667,17600,629,370,48.0,0,0,0.03450545833561907
2025-02-12,Day-1,MHPT2303,Material_Handle,B,Total Action Model S,427.2863568,28200,357,429,66.7,0,0,0.01250131316314739
2025-02-12,Day-1,MHPT2304,Material_Filament,B,Total Defense Shield,440.5319823,27524,487,441,63.16,0,0,0.0173860269179965
2025-02-12,Day-1,MHPT2305,Material_Filament,B,Classic Clean 100,446.5822785,27924,575,449,63.2,0,0,0.020176146531457245
2025-02-12,Day-1,MHPT2306,Material_Filament,B,Total Defense Shield,448.4483851,28024,339,449,63.16,0,0,0.01195219123505976
2025-02-12,Day-1,MHPT2307,UNKNOWN,B,Total Defense Shield,383.0272324,23892,266,384,63.16,0,0,0.011010845268648067
2025-02-12,Day-1,MKBC0101,Material_Handle,B,Kids FunBrush (Tandy),326.744186,27800,182,327,258.0,0,0,0.006504181259381031
2025-02-12,Day-1,MKBC0102,Material_Filament,B,Pro-Clean 5000,294.8402948,24000,244,297,244.2,0,0,0.010064345817521862
2025-02-12,Day-1,MKBC0201,Material_Handle,B,EcoFresh Plus,274.2123687,23200,572,278,85.7,0,0,0.024061921588423355
2025-02-12,Day-1,MKBC0202,Material_Filament,B,Pro-Clean 5000,190.4176904,15500,411,194,162.8,0,0,0.025831185971969078
2025-02-12,Day-1,MKBC0301,Material_Filament,B,Classic Clean 100,348.4410646,27192,516,351,157.8,0,0,0.01862278042442616
2025-02-12,Day-1,MKBC0302,Material_Filament,B,Classic Clean 100,281.0646388,22176,530,282,78.9,0,0,0.02334184796969964
2025-02-12,Day-1,MKBC0302,Bundle_Material,B,Total Defense Shield,76.6539924,6048,197,78,78.9,0,0,0.03154523618895116
2025-02-12,Day-1,MKBC0401,Bundle_Material,B,Zenith Active,263.4164313,21450,250,265,81.43,0,0,0.01152073732718894
2025-02-12,Day-1,MKBC0401,Material_Filament,B,Zenith Classic Clean,123.4643735,10050,15,123,81.4,0,0,0.0014903129657228018
2025-02-12,Day-1,MKBC0402,Material_Filament,B,Zenith Active,402.7999509,32800,340,405,162.86,0,0,0.010259505129752565
2025-02-12,Day-1,MKBC0501,Material_Handle,B,Total Action Model S,407.8282828,32000,337,409,158.4,0,0,0.01042149859294307
2025-02-12,Day-1,MKBC0502,Material_Handle,B,Super Soft Tech,367.3210893,28700,352,369,157.9,0,0,0.01211620542475561
2025-02-12,Day-1,MKBC0601,Material_Filament,B,Total Defense Shield,383.269962,29940,461,385,78.9,0,0,0.015163974869247723
2025-02-12,Day-1,MKBC0602,Material_Filament,B,Total Defense Shield,402.382763,31448,279,403,157.8,0,0,0.008793771866233807
2025-02-12,Day-1,MKBC0701,Material_Handle,B,Junior Sparkle (Ages 2+),441.8604651,37700,339,442,86.0,0,0,0.008911906201530009
2025-02-12,Day-1,MKBC0702,Material_Handle,B,Junior Sparkle (Ages 2+),423.255814,36400,476,424,86.0,0,0,0.012908124525436599
2025-02-12,Day-1,MKBC0901,Material_Filament,B,Total Defense Shield,352.4461343,27508,316,354,157.8,0,0,0.011357101782633697
2025-02-12,Day-1,MKBC0902,Material_Filament,B,Classic Clean 100,408.8212928,32256,538,410,78.9,0,0,0.016405440019515764
2025-02-12,Day-1,MKBC1001,Material_Handle,B,Defense Action Pro,428.3333333,25400,170,431,180.0,0,0,0.00664841611263199
2025-02-12,Day-1,MKBC1002,Material_Handle,B,Deep Action White,375.0,22200,641,377,120.0,0,0,0.02806356989623922
2025-02-12,Day-1,MKBC1101,Material_Filament,B,Classic Clean 100,370.4942966,28932,663,376,78.9,0,0,0.02240243284338571
2025-02-12,Day-1,MKBC1102,Material_Handle,B,EcoFresh Plus,372.0930233,31700,559,374,172.0,0,0,0.017328497473573266
2025-02-12,Day-1,MKBC1201,Material_Handle,B,Junior Sparkle (Ages 2+),387.2093023,33000,309,388,172.0,0,0,0.009276772043591822
2025-02-12,Day-1,MKBC1202,Material_Handle,B,EcoFresh Plus,0.0,0,180,2,85.7,1,0,1.0
2025-02-12,Day-1,MKBC1301,Material_Handle,B,Advanced Hydro-Clean,340.0,8500,331,348,50.0,0,0,0.0374815989129204
2025-02-12,Day-1,MKFX2101,Material_Filament,B,Classic Clean 100,185.2978454,14620,434,186,78.9,0,0,0.02882954696426199
2025-02-12,Day-1,MKFX2102,Material_Filament,B,Classic Clean 100,415.2598226,32464,516,416,78.9,0,0,0.01564584596725288
2025-02-12,Day-1,MKTU2001,Material_Handle,B,PureMint Fresh,400.0,10000,257,402,25.0,0,0,0.025056059276591595
2025-02-12,Day-1,MKTU2002,Material_Handle,B,PureMint Fresh,380.0,9500,488,382,25.0,0,0,0.048858630356427714
2025-02-12,Day-1,MKTU2004,Material_Handle,B,GreenClean Pro,407.4074074,9900,423,408,48.6,0,0,0.04097646033129904
2025-02-12,Day-1,MKTU2005,Material_Filament,B,Zenith GreenClean,252.8199144,6500,344,307,25.71,0,0,0.05026300409117475
2025-02-12,Day-1,MKTU2006,Material_Handle,B,Total Action Green,412.0,10300,524,413,75.0,0,0,0.04841093865484109
2025-02-12,Day-1,MKZA1401,Bundle_Material,B,ActiveClean Guard,239.5522388,16050,207,134,67.0,0,0,0.012732976563941687
2025-02-12,Day-1,MKZA1401,Material_Filament,B,ActiveClean Guard,0.0,0,0,106,67.0,0,1,
2025-02-12,Day-1,MKZA1402,Material_Handle,B,ActiveClean Model X,205.3291536,13100,52,206,63.8,0,0,0.003953771289537713
2025-02-12,Day-1,MKZA1501,Material_Filament,B,Super Soft Tech,192.5373134,12900,361,195,134.0,0,0,0.027222683055576503
2025-02-12,Day-1,MKZA1502,Material_Filament,B,ActiveClean Guard,132.0895522,8850,515,135,134.0,0,0,0.05499199145755473
2025-02-12,Day-1,MKZA1601,Material_Handle,B,Precision Grip 2.0,179.1044776,12000,418,184,67.0,0,0,0.033660814946046065
2025-02-12,Day-1,MKZA1701,Material_Filament,B,Classic Clean 100,198.5671642,13304,189,201,67.0,0,0,0.014007263025272363
2025-02-12,Day-1,MKZA1801,Material_Handle,B,Total Action Model S,211.9402985,14200,280,214,134.0,0,0,0.019337016574585635
2025-02-12,Day-1,MKZA1802,Material_Handle,B,Total Action Model S,200.0,13400,587,201,67.0,0,0,0.04196754128833917
2025-02-12,Night-3,MAFT2201,Material_Handle,A,Renew 360,346.0,8304,290,368,24.0,0,0,0.03374447288806144
2025-02-12,Night-3,MAFT2203,Material_Filament,A,Renew 360,287.6666667,6904,746,310,24.0,0,0,0.09751633986928104
2025-02-12,Night-3,MAFT2205,Material_Handle,A,Oral Care 360,320.75,7698,495,345,48.0,0,0,0.0604174295129989
2025-02-12,Night-3,MHPT2301,Material_Handle,A,Deep Action White,383.3333333,18400,432,385,48.0,0,0,0.022939677145284623
2025-02-12,Night-3,MHPT2302,Material_Handle,A,Deep Action White,416.6666667,19700,526,420,48.0,0,0,0.026006130722831998
2025-02-12,Night-3,MHPT2303,Material_Handle,A,Total Action Model S,415.2923538,27400,536,416,66.7,0,0,0.01918671248568156
2025-02-12,Night-3,MHPT2304,Material_Filament,A,Total Defense Shield,427.6124129,26708,84,429,63.16,0,0,0.003135264257987459
2025-02-12,Night-3,MHPT2305,Material_Filament,A,Classic Clean 100,443.2911392,28016,367,445,63.2,0,0,0.01293027516471127
2025-02-12,Night-3,MHPT2306,Material_Filament,A,Total Defense Shield,316.0227992,19960,338,317,63.16,0,0,0.01665188688540743
2025-02-12,Night-3,MHPT2307,UNKNOWN,A,Total Defense Shield,299.9366688,18944,482,303,63.16,0,0,0.024812107484814168
2025-02-12,Night-3,MKBC0101,Material_Handle,A,Ocean Explorer (Ages 6+),322.0930233,27400,752,325,172.0,0,0,0.026712134129013923
2025-02-12,Night-3,MKBC0102,Material_Filament,A,Pro-Clean 5000,358.7223587,28900,522,363,244.2,0,0,0.01774182584460608
2025-02-12,Night-3,MKBC0201,Material_Filament,A,EcoFresh Plus,385.0641774,32700,551,208,85.7,0,0,0.01657093019758804
2025-02-12,Night-3,MKBC0201,Material_Handle,A,EcoFresh Plus,0.0,0,0,186,85.7,0,1,
2025-02-12,Night-3,MKBC0202,Material_Filament,A,Pro-Clean 5000,326.1670762,26550,716,330,244.2,0,0,0.02625981075331915
2025-02-12,Night-3,MKBC0301,Material_Filament,A,Classic Clean 100,418.9607098,32756,156,420,157.8,0,0,0.0047399124939231894
2025-02-12,Night-3,MKBC0302,Bundle_Material,A,Total Defense Shield,427.9340938,33464,470,429,78.9,0,0,0.013850415512465374
2025-02-12,Night-3,MKBC0401,Material_Filament,A,Zenith Active,247.4517991,19850,321,248,162.86,0,0,0.015913935848495365
2025-02-12,Night-3,MKBC0401,Bundle_Material,A,Zenith Classic Clean,162.7764128,13250,498,163,81.4,0,0,0.036223450683735815
2025-02-12,Night-3,MKBC0402,Material_Filament,A,Zenith Active,418.7645831,33800,524,420,81.43,0,0,0.015266285980654935
2025-02-12,Night-3,MKBC0501,Material_Handle,A,Total Action Model S,407.8282828,32000,459,409,79.2,0,0,0.014140916232785976
2025-02-12,Night-3,MKBC0502,Bundle_Material,A,ActiveClean Guard,102.5965801,8100,88,103,78.95,0,0,0.01074743527112848
2025-02-12,Night-3,MKBC0502,Material_Handle,A,Super Soft Tech,246.3584547,19450,308,247,78.95,0,0,0.015588622330195364
2025-02-12,Night-3,MKBC0601,Material_Filament,A,Total Defense Shield,402.382763,31448,486,404,78.9,0,0,0.015218888958476859
2025-02-12,Night-3,MKBC0602,Material_Filament,A,Total Defense Shield,397.2116603,31040,361,398,236.7,0,0,0.011496449157670138
2025-02-12,Night-3,MKBC0701,Material_Handle,A,Junior Sparkle (Ages 2+),419.7674419,35800,465,421,86.0,0,0,0.012822280435681788
2025-02-12,Night-3,MKBC0702,Material_Handle,A,Junior Sparkle (Ages 2+),432.5581395,36900,511,434,86.0,0,0,0.01365908422656438
2025-02-12,Night-3,MKBC0901,Material_Filament,A,Total Defense Shield,389.7084918,30448,397,393,78.9,0,0,0.01287080564110877
2025-02-12,Night-3,MKBC0902,Material_Filament,A,Classic Clean 100,408.8212928,31956,345,410,78.9,0,0,0.010680783876660166
2025-02-12,Night-3,MKBC1002,Material_Handle,A,Deep Action White,366.6666667,22000,604,370,60.0,0,0,0.026720934347903028
2025-02-12,Night-3,MKBC1101,Material_Filament,A,Classic Clean 100,402.4841572,31756,405,404,78.9,0,0,0.012592892012064302
2025-02-12,Night-3,MKBC1102,Material_Handle,A,EcoFresh Plus,391.8604651,33400,398,394,258.0,0,0,0.011775844724539913
2025-02-12,Night-3,MKBC1201,Material_Handle,A,Junior Sparkle (Ages 2+),408.1395349,34800,123,409,86.0,0,0,0.00352203418950262
2025-02-12,Night-3,MKBC1202,Material_Handle,A,EcoFresh Plus,210.0350058,18000,309,211,171.4,0,0,0.016876945764378176
2025-02-12,Night-3,MKBC1301,Material_Handle,A,Advanced Hydro-Clean,440.0,11000,523,445,50.0,0,0,0.045387485897769676
2025-02-12,Night-3,MKFX2101,Material_Filament,A,Classic Clean 100,408.8212928,32256,478,410,78.9,0,0,0.014602553919472109
2025-02-12,Night-3,MKFX2102,Material_Filament,A,Classic Clean 100,427.9340938,33464,431,429,78.9,0,0,0.012715739784629001
2025-02-12,Night-3,MKTU2001,Material_Handle,A,PureMint Fresh,440.0,11000,265,441,25.0,0,0,0.023524189968930315
2025-02-12,Night-3,MKTU2002,Material_Handle,A,PureMint Fresh,432.0,10800,217,435,25.0,0,0,0.019696832168466915
2025-02-12,Night-3,MKTU2004,Material_Handle,A,GreenClean Pro,436.2139918,10600,353,438,24.3,0,0,0.032228613165342826
2025-02-12,Night-3,MKTU2005,Material_Filament,A,Zenith GreenClean,318.9420459,8200,209,391,25.71,0,0,0.02485432274943513
2025-02-12,Night-3,MKTU2006,Material_Handle,A,Total Action Green,452.0,11300,93,453,25.0,0,0,0.008162907048187484
2025-02-12,Night-3,MKZA1401,Material_Filament,A,ActiveClean Guard,272.3880597,18250,141,274,134.0,0,0,0.007666793540318634
2025-02-12,Night-3,MKZA1402,Material_Handle,A,ActiveClean Model X,191.2225705,12200,70,192,63.8,0,0,0.0057049714751426246
2025-02-12,Night-3,MKZA1501,Material_Filament,A,Super Soft Tech,200.7462687,13450,308,202,134.0,0,0,0.022386974850995785
2025-02-12,Night-3,MKZA1502,Material_Filament,A,ActiveClean Guard,193.2835821,12950,160,195,67.0,0,0,0.012204424103737605
2025-02-12,Night-3,MKZA1601,Material_Handle,A,Precision Grip 2.0,143.2835821,9600,221,146,67.0,0,0,0.02250280012218715
2025-02-12,Night-3,MKZA1701,Material_Filament,A,Classic Clean 100,225.6716418,15120,371,229,67.0,0,0,0.02394938996836873
2025-02-12,Night-3,MKZA1801,Material_Handle,A,Total Action Model S,247.0149254,16550,217,249,67.0,0,0,0.012942088626468659
2025-02-12,Night-3,MKZA1802,Material_Handle,A,Total Action Model S,205.9701493,13800,400,208,67.0,0,0,0.028169014084507043
2025-02-13,Afternoon-2,MAFT2201,Material_Handle,C,Renew 360,340.0,8160,195,360,24.0,0,0,0.02333931777378815
2025-02-13,Afternoon-2,MAFT2203,Material_Filament,C,Renew 360,176.0,7524,415,195,24.0,0,0,0.05227358609396649
2025-02-13,Afternoon-2,MAFT2205,Material_Handle,C,Oral Care 360,270.0,6480,429,288,24.0,0,0,0.062092922275293096
2025-02-13,Afternoon-2,MHPT2301,Material_Handle,C,Deep Action White,402.0833333,19300,687,407,48.0,0,0,0.034372342022314505
2025-02-13,Afternoon-2,MHPT2302,Material_Handle,C,Deep Action White,385.4166667,18500,510,388,48.0,0,0,0.026827985270910047
2025-02-13,Afternoon-2,MHPT2303,Material_Handle,C,Total Action Model S,391.3043478,25800,594,396,133.4,0,0,0.022505114798817914
2025-02-13,Afternoon-2,MHPT2304,Material_Filament,C,Total Defense Shield,406.9031032,25400,141,408,63.16,0,0,0.0055205356094123175
2025-02-13,Afternoon-2,MHPT2305,Material_Filament,C,Classic Clean 100,298.164557,18844,743,304,63.2,0,0,0.0379333231224792
2025-02-13,Afternoon-2,MHPT2306,Material_Filament,C,Total Defense Shield,335.1488284,21168,612,338,63.16,0,0,0.02809917355371901
2025-02-13,Afternoon-2,MHPT2307,UNKNOWN,C,Total Defense Shield,216.9727676,13704,638,224,63.16,0,0,0.04448473016315716
2025-02-13,Afternoon-2,MKBC0101,Material_Handle,C,Ocean Explorer (Ages 6+),409.3023256,34900,328,410,258.0,0,0,0.009310775519473147
2025-02-13,Afternoon-2,MKBC0102,Material_Filament,C,Pro-Clean 5000,319.4103194,25700,245,335,162.8,0,0,0.00944305261129312
2025-02-13,Afternoon-2,MKBC0201,Material_Handle,C,EcoFresh Plus,368.7281214,31300,195,378,171.4,0,0,0.006191458961739959
